miller_indices,h,k,l,stereo_x,stereo_y,GCN Density 4.75,GCN Density 4.833,GCN Density 4.917,GCN Density 5.0,GCN Density 5.083,GCN Density 5.167,GCN Density 5.417,GCN Density 5.5,GCN Density 5.583,GCN Density 5.667,GCN Density 5.75,GCN Density 5.833,GCN Density 5.917,GCN Density 6.0,GCN Density 6.167,GCN Density 6.25,GCN Density 6.333,GCN Density 6.417,GCN Density 6.5,GCN Density 6.583,GCN Density 6.667,GCN Density 6.75,GCN Density 6.833,GCN Density 6.917,GCN Density 7.0,GCN Density 7.083,GCN Density 7.167,GCN Density 7.25,GCN Density 7.333,GCN Density 7.417,GCN Density 7.5,GCN Density 7.583,GCN Density 7.667,GCN Density 7.75,GCN Density 7.833,GCN Density 7.917,GCN Density 8.0,GCN Density 8.083,GCN Density 8.167,GCN Density 8.25,GCN Density 8.333,GCN Density 8.417,GCN Density 8.5,GCN Density 8.583,GCN Density 8.667,GCN Density 8.75,GCN Density 8.833,GCN Density 8.917,GCN Density 9.0,GCN Density 9.083,GCN Density 9.167,GCN Density 9.25,GCN Density 9.333,GCN Density 9.417,GCN Density 9.5,GCN Density 9.583,GCN Density 9.667,GCN Density 9.75,surface_chirality
[24 10  0],0.9230769230769231,0.38461538461538464,0.0,0.2,0.0,0.0,0.0,0.11764705882352941,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,A
[24 11  0],0.9090648228942844,0.4166547104932136,0.0,0.21825068771710646,0.0,0.0,0.0,0.05782905043017661,0.0,0.2562279327597645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05782905043017661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2562279327597645,0.0,0.0,0.0,0.0,0.05782905043017661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05782905043017661,0.2562279327597645,0.0,0.0,0.0,0.0,0.0,0.0,A
[24 12  0],0.894427190999916,0.447213595499958,0.0,0.23606797749978972,0.0,5.782411586589357e-19,0.0,-8.945390724453736e-17,0.0,0.3333333333333334,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,-9.00321484031963e-17,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.3333333333333334,5.782411586589357e-19,0.0,0.0,0.0,-9.00321484031963e-17,0.0,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.945390724453736e-17,0.3333333333333334,0.0,5.782411586589357e-19,0.0,5.782411586589357e-19,0.0,0.0,A
[24 13  0],0.879291966536774,0.47628314854075254,0.0,0.2534375483009509,0.0,0.0,0.0,0.05398591721042586,0.0,0.24335680464929021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05398591721042586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24335680464929021,0.05398591721042586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05398591721042586,0.0,0.0,0.0,0.0,0.24335680464929021,0.0,0.0,0.0,0.05398591721042586,0.0,0.0,A
[24 14  0],0.8637789008984333,0.5038710255240861,0.0,0.27034914134997207,0.0,0.0,0.0,0.10519294925069639,0.0,0.15801175124883937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10519294925069639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15801175124883937,0.10519294925069639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10519294925069639,0.0,0.0,0.0,0.0,0.15801175124883937,0.0,0.0,0.0,0.10519294925069639,0.0,0.0,A
[24 15  0],0.847998304005088,0.52999894000318,0.0,0.2867962264113208,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,A
[24 16  0],0.8320502943378437,0.5547001962252291,0.0,0.3027756377319947,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,A
[24 17  0],0.816024481101655,0.5780173407803391,0.0,0.31828719645326387,0.0,3.2653618371328133e-18,3.2653618371328133e-18,0.1707462270915775,3.2653618371328133e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.07313443227105623,0.0,0.09761179482052124,0.07313443227105623,0.0,0.0,0.0,0.0,0.0,0.0,6.530723674265627e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707462270915775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.530723674265627e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707462270915775,0.0,0.0,6.530723674265627e-18,0.07313443227105623,0.0,0.0,0.0,3.2653618371328133e-18,0.1707462270915775,3.2653618371328133e-18,3.2653618371328133e-18,A
[24 18  0],0.8,0.6,0.0,0.3333333333333333,0.0,0.0,0.0,0.14285714285714296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571426,0.0,3.586874387250506e-16,0.1428571428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714296,0.0,0.0,0.0,0.1428571428571426,0.0,0.0,0.0,0.0,0.14285714285714296,0.0,0.0,A
[24 19  0],0.7840458244617614,0.6207029443655612,0.0,0.34791872263304924,0.0,0.0,0.0,0.11628456967576434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11628456967576434,0.09300400613482476,0.0,0.11628456967576434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11628456967576434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11628456967576434,0.0,0.0,0.0,0.20928857581058913,0.0,0.0,0.0,0.0,0.11628456967576434,0.0,0.0,A
[24 20  0],0.7682212795973759,0.6401843996644798,0.0,0.36204993518133083,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.18181818181818182,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,A
[24 21  0],0.7525766947068777,0.6585046078685179,0.0,0.37573511610494986,0.0,0.0,1.708035422500241e-17,0.06666666666666675,0.0,0.0,0.0,0.0,0.0,0.0,1.708035422500241e-17,0.06666666666666675,0.26666666666666633,1.708035422500241e-17,0.06666666666666675,0.0,0.0,0.0,0.0,0.0,0.0,1.708035422500241e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.708035422500241e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666675,0.0,1.708035422500241e-17,0.0,0.33333333333333304,1.708035422500241e-17,0.0,0.0,0.0,0.06666666666666675,1.708035422500241e-17,0.0,A
[24 22  0],0.7371541402007414,0.6757246285173463,0.0,0.3889836905545187,0.0,0.0,-6.832141690000964e-17,0.04347826086956526,0.0,0.0,0.0,0.0,0.0,0.0,-6.832141690000964e-17,0.04347826086956526,0.3478260869565219,-6.832141690000964e-17,0.04347826086956526,0.0,0.0,0.0,0.0,0.0,0.0,-6.832141690000964e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.832141690000964e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04347826086956526,0.0,-6.832141690000964e-17,0.0,0.39130434782608714,-6.832141690000964e-17,0.0,0.0,0.0,0.04347826086956526,-6.832141690000964e-17,0.0,A
[24 23  0],0.7219882051154243,0.6919053632356149,0.0,0.40180609900823144,0.0,0.0,0.0,0.021327880000844568,0.0,0.0,0.0,0.0,7.401486830834377e-18,0.0,0.0,0.021327880000844568,0.425352419997044,0.0,0.021327880000844568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021327880000844568,0.0,7.401486830834377e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021327880000844568,0.0,0.0,0.0,0.4466802999978886,0.0,0.0,0.0,7.401486830834377e-18,0.021327880000844568,0.0,0.0,A
[24 24  0],0.7071067811865476,0.7071067811865476,0.0,0.4142135623730951,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,4.8572257327350596e-18,0.0,0.0,-9.546575000053009e-17,0.5000000000000003,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,4.8572257327350596e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.5000000000000002,0.0,0.0,0.0,4.8572257327350596e-18,-9.546575000053009e-17,0.0,0.0,A
[25  0  0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  1  0],0.9992009587217894,0.039968038348871575,0.0,0.01999200639360716,0.0,0.0,0.0,0.03766872622801926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766872622801926,0.0,0.0,0.0,0.0,0.8116563688599037,0.0,0.03766872622801926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766872622801926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766872622801926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  2  0],0.996815278536125,0.07974522228289,0.0,0.03993620398445249,0.0,0.0,0.0,0.07406645901602624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07406645901602624,0.0,0.0,0.0,0.0,0.6296677049198689,0.0,0.07406645901602624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07406645901602624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07406645901602624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  3  0],0.9928768384869221,0.11914522061843065,0.0,0.059785541342781044,0.0,0.0,0.0,0.10707758971794344,0.0,0.0,0.0,0.0,-4.7580986769649563e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10707758971794344,0.0,0.0,0.0,-4.7580986769649563e-17,0.4646120514102829,0.0,0.1070775897179434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10707758971794344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7580986769649563e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10707758971794344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  4  0],0.9874406319167053,0.15799050110667284,0.0,0.07949445058608137,0.0,0.0,0.0,0.1378669785685539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378669785685539,0.0,0.0,0.0,0.0,0.31066510715723045,0.0,0.1378669785685539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378669785685539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378669785685539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  5  0],0.9805806756909202,0.19611613513818404,0.0,0.09901951359278482,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  6  0],0.9723873019805174,0.2333729524753242,0.0,0.11832004406081367,0.0,0.0,0.0,0.19337712184251737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19337712184251737,0.0,0.0,0.0,0.0,0.033114390787413135,0.0,0.19337712184251737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19337712184251737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19337712184251737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  7  0],0.9629640197141817,0.2696299255199709,0.0,0.1373585673563342,0.0,0.0,0.0,0.21873512681697257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1250594927321097,0.0,0.0936756340848629,0.0,0.0,0.0,0.0,0.1250594927321097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21873512681697257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21873512681697257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  8  0],0.9524241471993241,0.3047757271037837,0.0,0.1561011871016718,0.0,0.0,0.0,0.2423935616709442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030425753316223127,0.0,0.21196780835472107,0.0,0.0,0.0,0.0,0.030425753316223127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423935616709442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423935616709442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
[25  9  0],0.9408874118687268,0.33871946827274163,0.0,0.17451783457476056,0.0,0.0,0.0,0.2059162156600017,0.0,0.058778379119997684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2059162156600017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058778379119997684,0.0,0.0,0.0,0.0,0.2059162156600017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2059162156600017,0.058778379119997684,0.0,0.0,0.0,0.0,0.0,0.0,A
[25 10  0],0.9284766908852594,0.3713906763541037,0.0,0.19258240356725198,0.0,0.0,0.0,0.14285714285714296,0.0,0.14285714285714274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,0.0,0.0,0.0,0.14285714285714296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714296,0.14285714285714274,0.0,0.0,0.0,0.0,0.0,0.0,A
[25 11  0],0.9153150324227656,0.40273861426601687,0.0,0.21027277886321147,0.0,0.0,0.0,0.08372271321875852,0.0,0.2217030490416553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08372271321875852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217030490416553,0.0,0.0,0.0,0.0,0.08372271321875852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08372271321875852,0.2217030490416553,0.0,0.0,0.0,0.0,0.0,0.0,A
[25 12  0],0.9015230574682737,0.4327310675847713,0.0,0.22757077064367456,0.0,0.0,0.0,0.027579132954076192,0.0,0.29656115606123173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027579132954076192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29656115606123173,0.0,0.0,0.0,0.0,0.027579132954076192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027579132954076192,0.29656115606123173,0.0,0.0,0.0,0.0,0.0,0.0,A
[25 13  0],0.887216801234595,0.4613527366419894,0.0,0.24446196978544169,0.0,0.0,0.0,0.026089151988019598,0.0,0.28985141335330067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026089151988019598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28985141335330067,0.026089151988019598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026089151988019598,0.0,0.0,0.0,0.0,0.28985141335330067,0.0,0.0,0.0,0.026089151988019598,0.0,0.0,A
[25 14  0],0.87250601594972,0.4886033689318432,0.0,0.260935540270629,0.0,0.0,0.0,0.07690881041289523,0.0,0.20515198264517465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07690881041289523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20515198264517465,0.07690881041289523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07690881041289523,0.0,0.0,0.0,0.0,0.20515198264517465,0.0,0.0,0.0,0.07690881041289523,0.0,0.0,A
[25 15  0],0.8574929257125443,0.5144957554275266,0.0,0.27698396494843347,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,A
[25 16  0],0.8422714006615114,0.5390536964233673,0.0,0.2926027599569788,0.0,0.0,0.0,0.17070433044886663,0.0,0.04882611591855564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17070433044886663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04882611591855564,0.17070433044886663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17070433044886663,0.0,0.0,0.0,0.0,0.04882611591855564,0.0,0.0,0.0,0.17070433044886663,0.0,0.0,A
[25 17  0],0.826926502069528,0.562310021407279,0.0,0.30779017150952637,0.0,0.0,0.0,0.1904929852890898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02376753677727551,0.0,0.16672544851181428,0.02376753677727551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904929852890898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904929852890898,0.0,0.0,0.0,0.02376753677727551,0.0,0.0,0.0,0.0,0.1904929852890898,0.0,0.0,A
[25 18  0],0.8115343414514944,0.584304725845076,0.0,0.3225468667499292,0.0,0.0,0.0,0.16279668391084606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0930082902228848,0.0,0.06978839368796128,0.0930082902228848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16279668391084606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16279668391084606,0.0,0.0,0.0,0.0930082902228848,0.0,0.0,0.0,0.0,0.16279668391084606,0.0,0.0,A
[25 19  0],0.7961621941231025,0.605083267533558,0.0,0.33687562822185074,0.0,0.0,0.0,0.13637516179156434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13637516179156434,0.02268693372952481,0.0,0.13637516179156434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13637516179156434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13637516179156434,0.0,0.0,0.0,0.15906209552108913,0.0,0.0,0.0,0.0,0.13637516179156434,0.0,0.0,A
[25 20  0],0.7808688094430303,0.6246950475544243,0.0,0.3507810593582122,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.11111111111111112,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.22222222222222224,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,A
[25 21  0],0.765704864789611,0.6431920864232732,0.0,0.3642693064109055,0.0,0.0,0.0,0.08696705368593652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08696705368593652,0.19561531209922217,0.0,0.08696705368593652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08696705368593652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08696705368593652,0.0,0.0,0.0,0.2825823657851587,0.0,0.0,0.0,0.0,0.08696705368593652,0.0,0.0,A
[25 22  0],0.7507135169227552,0.6606278948920247,0.0,0.3773478004860648,0.0,0.0,0.0,0.06383771023475487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06383771023475487,0.27656801417835797,0.0,0.06383771023475487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06383771023475487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06383771023475487,0.0,0.0,0.0,0.3404057244131128,0.0,0.0,0.0,0.0,0.06383771023475487,0.0,0.0,A
[25 23  0],0.7359310117618296,0.6770565308208832,0.0,0.3900250218663504,0.0,0.0,0.0,0.04166864236331007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166864236331007,0.35415975172841474,0.0,0.04166864236331007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166864236331007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166864236331007,0.0,0.0,0.0,0.3958283940917248,0.0,0.0,0.0,0.0,0.04166864236331007,0.0,0.0,A
[25 24  0],0.7213873210309516,0.6925318281897135,0.0,0.4023102875969547,0.0,0.0,0.0,0.020461202147212,0.0,0.0,0.0,0.0,7.401486830834377e-18,0.0,0.0,0.020461202147212,0.428385792484758,0.0,0.020461202147212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020461202147212,0.0,7.401486830834377e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020461202147212,0.0,0.0,0.0,0.44884699463197003,0.0,0.0,0.0,7.401486830834377e-18,0.020461202147212,0.0,0.0,A
[25 25  0],0.7071067811865476,0.7071067811865476,0.0,0.4142135623730951,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,4.8572257327350596e-18,0.0,0.0,-9.546575000053009e-17,0.5000000000000003,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,4.8572257327350596e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.546575000053009e-17,0.0,0.0,0.0,0.5000000000000002,0.0,0.0,0.0,4.8572257327350596e-18,-9.546575000053009e-17,0.0,0.0,A
[26  0  0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
