normal_miller_index,x_coordinate(mm),y_coordinate(mm),molecule,h,k,l,surface_chirality,halftime(s),stereographic_projection_x,stereographic_projection_y
111,0.58663,-3.70383,L-TA,0.70795,0.462505,0.533756,R,538.6323876,0.5004882127446595,0.5775906995205208
111,6.89e-16,-3.75,L-TA,0.699793,0.448072,0.556347,R,469.3886662,0.486031912145853,0.6034797894682303
111,-0.58663,-3.70383,L-TA,0.688392,0.436594,0.579226,R,396.8739501,0.4751777732043398,0.6304148038270267
111,-1.15881,-3.56646,L-TA,0.674028,0.428353,0.60183,R,367.9323811,0.46820435805473076,0.6578206031195734
111,-1.70246,-3.34127,L-TA,0.657056,0.423553,0.623603,R,365.6154974,0.46532262265690083,0.6851009990643705
111,-2.20419,-3.03381,L-TA,0.637892,0.422311,0.644009,S,456.2815822,0.46666449582382286,0.711646476864217
111,-2.65165,-2.65165,L-TA,0.617009,0.424657,0.662545,S,562.2021329,0.4722772944448237,0.7368416393652895
111,-3.03381,-2.20419,L-TA,0.594921,0.430536,0.678754,S,618.2293087,0.4821197039831969,0.7600773862288192
111,-3.34127,-1.70246,L-TA,0.572172,0.439801,0.692239,S,618.2513149,0.49604512021793085,0.7807662510420401
111,-3.56646,-1.15881,L-TA,0.549322,0.452224,0.702665,S,639.3269637,0.5138043313319783,0.7983484301482994
111,-3.70383,-0.58663,L-TA,0.526934,0.4675,0.709778,S,714.355336,0.5350402819143614,0.812320473190613
111,-4.5,0.0,L-TA,0.488924,0.464557,0.738336,S,839.6169343,0.5384157320371153,0.8557221566553848
111,-4.4615,0.58737,L-TA,0.468934,0.484203,0.73868,R,759.2589716,0.56499074287591,0.8619264274438143
111,-4.34667,1.16469,L-TA,0.450569,0.505213,0.736035,R,392.0446468,0.5932261938694294,0.8642597114577129
111,-4.15746,1.72208,L-TA,0.434145,0.527227,0.730445,R,464.3452501,0.6226100249973086,0.8625931139891528
111,-3.89711,2.25,L-TA,0.419941,0.549871,0.722005,R,353.4533452,0.6525903746487876,0.8568800926913729
111,-3.57009,2.73943,L-TA,0.408201,0.572754,0.710862,R,350.9010759,0.6825756707619943,0.847164937249173
111,-3.18198,3.18198,L-TA,0.399126,0.595487,0.697204,R,337.6579163,0.7119653684863659,0.8335784035086715
111,-2.73943,3.57009,L-TA,0.39287,0.61768,0.681267,R,364.3849131,0.7401559675430116,0.8163512426177387
111,-2.25,3.89711,L-TA,0.389542,0.638954,0.663321,R,395.7233039,0.7665645865178248,0.7957981139387031
111,-1.72208,4.15746,L-TA,0.389197,0.658944,0.643676,S,413.9106599,0.7906451065079975,0.7723255384018093
111,-1.16469,4.34667,L-TA,0.391843,0.677308,0.622666,S,434.3749969,0.8119066121974461,0.746405833964068
111,-0.58737,4.4615,L-TA,0.397433,0.693733,0.600651,S,545.6719201,0.8299307465885718,0.7185743403718322
111,-2.76e-16,4.5,L-TA,0.405872,0.707937,0.578008,S,655.2979714,0.8443776284003074,0.6894074250059041
111,0.58737,4.4615,L-TA,0.417016,0.719677,0.555124,S,672.5574156,0.8549982861827053,0.6595042895894798
111,1.16469,4.34667,L-TA,0.430674,0.728753,0.532391,S,701.2360339,0.8616383315245418,0.6294704693616113
111,1.72208,4.15746,L-TA,0.446611,0.735008,0.510198,S,766.1007801,0.8642336703795401,0.599898627171814
111,2.25,3.89711,L-TA,0.464557,0.738336,0.488924,S,746.6547876,0.8628114558830839,0.5713512929833856
111,2.73943,3.57009,L-TA,0.484203,0.73868,0.468934,R,705.003023,0.8574813554911505,0.5443523067578481
111,3.18198,3.18198,L-TA,0.505213,0.736035,0.45057,R,544.3391596,0.8484270061238633,0.5193717094285315
111,3.57009,2.73943,L-TA,0.527227,0.730445,0.434145,R,403.8044739,0.8358930643083936,0.4968187808858539
111,3.89711,2.25,L-TA,0.54987,0.722005,0.419941,R,413.4939674,0.8201769635101344,0.47704092663265396
111,4.15746,1.72208,L-TA,0.572754,0.710862,0.408201,R,386.8560582,0.8016224985799244,0.4603187475808578
111,4.34667,1.16469,L-TA,0.595487,0.697205,0.399125,R,364.8494298,0.7806005552436691,0.4468659814712021
111,4.4615,0.58737,L-TA,0.61768,0.681267,0.39287,R,366.9830458,0.7575059393295402,0.43683512981605815
111,4.5,5.51e-16,L-TA,0.638954,0.663321,0.389542,R,381.6366575,0.7327492158587958,0.4303144255105251
111,4.4615,-0.58737,L-TA,0.658944,0.643675,0.389198,S,437.9942059,0.7067499338202656,0.42733625003764275
111,4.34667,-1.16469,L-TA,0.677309,0.622665,0.391843,S,563.7666047,0.6799279808198889,0.4278785860589686
111,4.15746,-1.72208,L-TA,0.693733,0.600651,0.397433,S,613.8028552,0.6527016756921087,0.4318733924947129
111,3.89711,-2.25,L-TA,0.707937,0.578008,0.405873,S,688.0544343,0.6254792744383715,0.43920698252294976
111,3.57009,-2.73943,L-TA,0.719677,0.555124,0.417016,S,741.506716,0.598661818117353,0.44972214630249474
111,3.18198,-3.18198,L-TA,0.728752,0.532391,0.430674,S,791.6660062,0.5726369332957288,0.4632306680807992
111,2.73943,-3.57009,L-TA,0.735008,0.510198,0.446611,S,805.7522835,0.5477760106925303,0.4795055878529544
111,2.25,-3.89711,L-TA,0.738336,0.488924,0.464557,S,670.0935875,0.5244323720295133,0.4982957053712123
111,1.72208,-4.15746,L-TA,0.73868,0.468934,0.484202,R,766.7337761,0.502940826264237,0.5193160529174597
111,1.16469,-4.34667,L-TA,0.736035,0.45057,0.505212,R,635.5797447,0.4836130722533296,0.5422623065433765
111,0.58737,-4.4615,L-TA,0.730445,0.434145,0.527227,R,691.535918,0.4667355716308504,0.5668050886782489
111,8.27e-16,-4.5,L-TA,0.722006,0.419941,0.54987,R,365.96626,0.45257019145110255,0.5925946053688917
111,-0.58737,-4.4615,L-TA,0.710862,0.408201,0.572754,R,344.4764966,0.4413484157467084,0.6192637218247634
111,-1.16469,-4.34667,L-TA,0.697204,0.399125,0.595487,R,363.3368069,0.4332682909602974,0.6464281485225797
111,-1.72208,-4.15746,L-TA,0.681267,0.39287,0.61768,R,409.3111497,0.4284947649035533,0.6736901427587416
111,-2.25,-3.89711,L-TA,0.663321,0.389542,0.638954,R,423.9893373,0.4271508276520911,0.7006426262934786
111,-2.73943,-3.57009,L-TA,0.643675,0.389198,0.658944,S,458.8580828,0.42931654225170024,0.7268679685340222
111,-3.18198,-3.18198,L-TA,0.622666,0.391843,0.677308,S,527.5697096,0.4350233038989971,0.7519459679443603
111,-3.57009,-2.73943,L-TA,0.600651,0.397433,0.693733,S,670.0168298,0.4442532336748549,0.7754593316532803
111,-3.89711,-2.25,L-TA,0.578008,0.405873,0.707937,S,756.7623659,0.4569309324626436,0.7969939205978387
111,-4.15746,-1.72208,L-TA,0.555124,0.417016,0.719677,S,824.1988353,0.4729173029656171,0.816150233675414
111,-4.34667,-1.16469,L-TA,0.532391,0.430673,0.728752,S,916.2640216,0.49201443789912325,0.8325493022498783
111,-4.4615,-0.58737,L-TA,0.510198,0.446611,0.735008,S,909.5106787,0.5139578076980634,0.8458436991487855
111,0.0,0.0,D-TA,0.57735,0.57735,0.57735,A,1009.746,0.6501149197015772,0.6501149197015772
111,-0.75,0.0,D-TA,0.564479,0.560418,0.606048,S,978.0257651,0.6336394447489424,0.6852312349196619
111,-0.53033,0.53033,D-TA,0.549513,0.58224,0.599193,R,992.5584544,0.6614841219295544,0.6807444618565119
111,-4.59e-17,0.75,D-TA,0.550638,0.600982,0.579327,S,1070.796535,0.6825292236730234,0.6579358575844562
111,0.53033,0.53033,D-TA,0.567194,0.605665,0.558087,R,948.7048705,0.684204766217848,0.6304570767077842
111,0.75,9.18e-17,D-TA,0.589484,0.593546,0.547916,R,998.2847677,0.6657961815640502,0.6146118087188661
111,0.53033,-0.53033,D-TA,0.604451,0.571724,0.554771,S,977.6415562,0.638319618113596,0.6193918968951764
111,1.38e-16,-0.75,D-TA,0.603326,0.552982,0.574637,R,997.1432815,0.6176110749123614,0.6417969757684964
111,-0.53033,-0.53033,D-TA,0.58677,0.548299,0.595877,S,1122.401814,0.6155671864101381,0.6689823040649607
111,-1.5,0.0,D-TA,0.550871,0.542748,0.634008,S,893.7587436,0.6163471498821752,0.7199824297878539
111,-1.38582,0.57403,D-TA,0.532611,0.563638,0.631377,R,906.0299484,0.6438716360282062,0.7212532546431942
111,-1.06066,1.06066,D-TA,0.520938,0.586392,0.620297,R,941.3860117,0.6724303069377721,0.7113100146362488
111,-0.57403,1.38582,D-TA,0.517628,0.607544,0.602455,S,795.0047882,0.6974451663330442,0.6916031228736916
111,-9.18e-17,1.5,D-TA,0.523187,0.623875,0.580565,S,921.1633755,0.7148846441984237,0.6652566675360575
111,0.57403,1.38582,D-TA,0.536766,0.632899,0.557962,S,888.3151431,0.7220138617907654,0.6365254145645657
111,1.06066,1.06066,D-TA,0.5563,0.633241,0.538086,R,867.3298602,0.7178560504071924,0.6099862307390147
111,1.38582,0.57403,D-TA,0.578814,0.62485,0.523963,R,873.1650269,0.7032751751908862,0.5897258071833916
111,1.5,1.84e-16,D-TA,0.60088,0.609003,0.517743,R,802.1595508,0.6806988867886362,0.5786951521463914
111,1.38582,-0.57403,D-TA,0.61914,0.588113,0.520374,S,837.2682776,0.6536324069421723,0.5783468655345588
111,1.06066,-1.06066,D-TA,0.630813,0.56536,0.531454,S,886.8898146,0.6260917681989162,0.5885435378809729
111,0.57403,-1.38582,D-TA,0.634123,0.544207,0.549297,R,926.5906627,0.6020558077785518,0.6076868710717341
111,2.76e-16,-1.5,D-TA,0.628564,0.527876,0.571186,R,896.3649557,0.5849846897106251,0.6329802169014184
111,-0.57403,-1.38582,D-TA,0.614985,0.518853,0.593789,R,974.4599928,0.5773977451134795,0.6607891438869735
111,-1.06066,-1.06066,D-TA,0.595451,0.51851,0.613665,S,981.291224,0.5805376614983332,0.6870757440423032
111,-1.38582,-0.57403,D-TA,0.572937,0.526901,0.627788,S,887.9817198,0.5941394042864632,0.7079007030508391
111,-2.25,0.0,D-TA,0.536519,0.524336,0.661225,S,804.902428,0.598212807686132,0.7543889104739377
111,-2.17333,0.58234,D-TA,0.517342,0.544664,0.660075,R,806.0151272,0.6253194387083576,0.7578208372600705
111,-1.94856,1.125,D-TA,0.502028,0.566992,0.65306,R,790.3592087,0.654263834694939,0.7535794859290375
111,-1.59099,1.59099,D-TA,0.49162,0.589801,0.640659,R,711.3397828,0.6829539221072274,0.7418444132568344
111,-1.125,1.94856,D-TA,0.486828,0.611534,0.623718,R,699.159932,0.7092596283653778,0.7233906812782228
111,-0.58234,2.17333,D-TA,0.487979,0.630711,0.60339,S,674.3835481,0.7312182165336473,0.699543467093863
111,-1.38e-16,2.25,D-TA,0.494994,0.646026,0.581061,S,770.6534816,0.7472144639053669,0.6720738540110095
111,0.58234,2.17333,D-TA,0.507394,0.656433,0.558253,S,809.1969256,0.7561222401489932,0.6430321280768881
111,1.125,1.94856,D-TA,0.524336,0.661225,0.536519,S,788.375627,0.7573975743427165,0.6145535773583575
111,1.59099,1.59099,D-TA,0.544664,0.660075,0.517342,R,827.206231,0.7510887719131977,0.5886751769709768
111,1.94856,1.125,D-TA,0.566993,0.65306,0.502028,R,818.1839536,0.7377930393858201,0.5671649832737949
111,2.17333,0.58234,D-TA,0.589801,0.640659,0.49162,R,790.6525595,0.7185724236120112,0.5514081202264184
111,2.25,2.76e-16,D-TA,0.611534,0.623718,0.486828,R,647.4312972,0.6948379641131427,0.5423389679202347
111,2.17333,-0.58234,D-TA,0.630711,0.60339,0.487979,S,730.1704379,0.6682279020584658,0.540415292627634
111,1.94856,-1.125,D-TA,0.646026,0.581061,0.494993,S,707.8642199,0.6404988872465994,0.5456268200668364
111,1.59099,-1.59099,D-TA,0.656433,0.558253,0.507394,S,797.8783299,0.6134216875296848,0.557536607456542
111,1.125,-1.94856,D-TA,0.661225,0.536519,0.524336,S,818.2004827,0.588688938079435,0.5753212897154036
111,0.58234,-2.17333,D-TA,0.660075,0.517342,0.544664,R,841.0818822,0.567843790264286,0.5978329039214042
111,4.13e-16,-2.25,D-TA,0.65306,0.502028,0.566993,R,757.8691623,0.5522028316348587,0.6236607123848538
111,-0.58234,-2.17333,D-TA,0.640659,0.49162,0.589801,R,667.2012825,0.5427944240992326,0.6511954235550863
111,-1.125,-1.94856,D-TA,0.623718,0.486828,0.611534,R,663.0124026,0.5403003440127329,0.6787038349796696
111,-1.59099,-1.59099,D-TA,0.60339,0.487979,0.630711,S,702.064492,0.5450000538606506,0.7044104950633221
111,-1.94856,-1.125,D-TA,0.581061,0.494993,0.646026,S,686.4267274,0.5567237414319745,0.7265921170245493
111,-2.17333,-0.58234,D-TA,0.558253,0.507394,0.656433,S,723.7930148,0.5748325329966021,0.743680540433191
111,-3.0,0.0,D-TA,0.521419,0.505174,0.687693,S,637.7553335,0.5792040240602826,0.788470018088991
111,-2.94236,0.58527,D-TA,0.501821,0.525175,0.687289,R,738.931863,0.606052093204672,0.7931316934099031
111,-2.77164,1.14805,D-TA,0.484899,0.546954,0.682432,R,790.3592087,0.6347713884394358,0.7920013532317179
111,-2.49441,1.66671,D-TA,0.471302,0.569674,0.67331,R,743.5713759,0.6641871725592197,0.7850171592100889
111,-2.12132,2.12132,D-TA,0.461553,0.592461,0.660272,R,693.4594547,0.6930546484175031,0.7723792432243161
111,-1.66671,2.49441,D-TA,0.456026,0.614439,0.64382,R,611.6471715,0.7201271857482336,0.7545619414269403
111,-1.14805,2.77164,D-TA,0.454934,0.634765,0.624586,S,519.5206701,0.744228545558202,0.7322942039274615
111,-0.58527,2.94236,D-TA,0.458319,0.652657,0.603309,S,504.4385739,0.7643173727756205,0.7065266286148572
111,-1.84e-16,3.0,D-TA,0.466051,0.667427,0.580808,S,524.6617667,0.7795504563919968,0.6783800198016006
111,0.58527,2.94236,D-TA,0.477832,0.678508,0.557945,S,627.1162301,0.7893278698951968,0.6490734646734829
111,1.14805,2.77164,D-TA,0.49321,0.685474,0.535601,S,653.7577933,0.7933147691658554,0.6198633116354542
111,1.66671,2.49441,D-TA,0.511594,0.688058,0.514634,S,712.2146884,0.791448147426086,0.5919648138710347
111,2.12132,2.12132,D-TA,0.532278,0.686159,0.495849,R,756.8680586,0.7839186177534294,0.5664944461770818
111,2.49441,1.66671,D-TA,0.554466,0.679851,0.479969,R,767.9137262,0.7711486894141112,0.5444243890343642
111,2.77164,1.14805,D-TA,0.577305,0.669377,0.467603,R,731.946825,0.7537510733843324,0.5265437312123572
111,2.94236,0.58527,D-TA,0.599919,0.655139,0.459227,R,656.0217455,0.7324862106474905,0.513444391277294
111,3.0,3.67e-16,D-TA,0.621438,0.637683,0.455164,R,698.1798489,0.7082224080490901,0.5055134669377357
111,2.94236,-0.58527,D-TA,0.641036,0.617682,0.455568,S,555.8869304,0.6819003121849257,0.5029318669177056
111,2.77164,-1.14805,D-TA,0.657958,0.595903,0.460425,S,556.2407567,0.6544911935905188,0.5056932215627621
111,2.49441,-1.66671,D-TA,0.671555,0.573184,0.469547,S,588.6813146,0.6269728303503408,0.5136103093814751
111,2.12132,-2.12132,D-TA,0.681304,0.550397,0.482585,S,643.5274306,0.6002994325003005,0.5263391726938146
111,1.66671,-2.49441,D-TA,0.686831,0.528418,0.499037,S,713.5136485,0.5753827186815726,0.5433903950711292
111,1.14805,-2.77164,D-TA,0.687923,0.508092,0.518271,R,761.5679147,0.5530711938160817,0.5641512967932077
111,0.58527,-2.94236,D-TA,0.684538,0.4902,0.539548,R,722.6287218,0.5341311404930157,0.5879016495118843
111,5.51e-16,-3.0,D-TA,0.676806,0.47543,0.56205,R,742.6751389,0.5192304706070483,0.6138306080909735
111,-0.58527,-2.94236,D-TA,0.665025,0.464349,0.584912,R,682.2713739,0.5089195483387144,0.6410547903794218
111,-1.14805,-2.77164,D-TA,0.649647,0.457383,0.607256,R,528.3316682,0.5036159843156468,0.6686383800263289
111,-1.66671,-2.49441,D-TA,0.631263,0.454799,0.628223,R,497.0526981,0.5035846759430813,0.6956116347551123
111,-2.12132,-2.12132,D-TA,0.61058,0.456698,0.647008,S,498.5669066,0.5089240289623536,0.7209970661813155
111,-2.49441,-1.66671,D-TA,0.588392,0.463006,0.662888,S,452.3503008,0.5195445234902903,0.7438344861350212
111,-2.77164,-1.14805,D-TA,0.565552,0.47348,0.675254,S,486.2070796,0.5351590672337821,0.7632176666086853
111,-2.94236,-0.58527,D-TA,0.542938,0.487718,0.68363,S,532.4795471,0.5552768202893901,0.7783265999090371
111,-3.75,0.0,D-TA,0.505558,0.485252,0.713401,S,494.8982955,0.5592855340478766,0.8222425858631993
111,-3.70383,0.58663,D-TA,0.485722,0.505043,0.713446,R,618.7589386,0.5859689136271964,0.8277655121478147
111,-3.56646,1.15881,D-TA,0.467914,0.526387,0.709911,R,762.8659159,0.6144263702569481,0.8286451582874962
111,-3.34127,1.70246,D-TA,0.452571,0.548757,0.702884,R,787.4712347,0.6439118037055548,0.8247645209733545
111,-3.03381,2.20419,D-TA,0.440073,0.571602,0.692537,R,696.7323136,0.6736223429941561,0.8161419948673095
111,-2.65165,2.65165,D-TA,0.430726,0.594361,0.679125,R,597.0169112,0.7027276918985369,0.8029462628950989
111,-2.20419,3.03381,D-TA,0.424761,0.616472,0.662978,R,488.4386038,0.7303942479136002,0.7854944226068058
111,-1.70246,3.34127,D-TA,0.422325,0.637391,0.644495,R,466.0324346,0.7558254354292804,0.7642494387385357
111,-1.15881,3.56646,D-TA,0.423478,0.656603,0.62413,S,452.4911354,0.7782918465622426,0.7398005951768305
111,-0.58663,3.70383,D-TA,0.428191,0.673636,0.602385,S,434.0472141,0.7971630134762246,0.7128464658552623
111,-2.3e-16,3.75,D-TA,0.436348,0.688069,0.579794,S,411.8143304,0.8119273155880286,0.6841618878543365
111,0.58663,3.70383,D-TA,0.447749,0.699547,0.556915,S,414.4901986,0.8222147424386962,0.6545717775721238
111,1.15881,3.56646,D-TA,0.462113,0.707788,0.534311,S,465.3495297,0.8278043872936611,0.6249116825649254
111,1.70246,3.34127,D-TA,0.479085,0.712588,0.512538,S,527.530189,0.8286229088313591,0.5959975868897697
111,2.20419,3.03381,D-TA,0.498249,0.71383,0.492132,R,623.5294508,0.8247413999380765,0.56859705340813
111,2.65165,2.65165,D-TA,0.519132,0.711484,0.473596,R,730.1591779,0.8163612458912498,0.5434070486604229
111,3.03381,2.20419,D-TA,0.54122,0.705605,0.457387,R,682.5888391,0.8037932029406092,0.5210345189070321
111,3.34127,1.70246,D-TA,0.563969,0.69634,0.443902,R,688.5368336,0.7874487006955269,0.5019818668123989
111,3.56646,1.15881,D-TA,0.586819,0.683917,0.433476,R,649.2442221,0.7678116562588682,0.486649586877456
111,3.70383,0.58663,D-TA,0.609207,0.668641,0.426363,R,554.6234143,0.745421722741407,0.475322694799144
111,3.75,4.59e-16,D-TA,0.630583,0.650889,0.42274,R,496.2180244,0.7208592485570224,0.46818434285261484
111,3.70383,-0.58663,D-TA,0.650419,0.631098,0.422695,S,476.7605628,0.6947278264613621,0.4653128018248916
111,3.56646,-1.15881,D-TA,0.668227,0.609754,0.42623,S,442.6030573,0.6676395916767226,0.466693163407488
111,3.34127,-1.70246,D-TA,0.68357,0.587384,0.433257,S,411.6254426,0.6402086255116,0.4722206741472006
111,3.03381,-2.20419,D-TA,0.696068,0.564539,0.443604,S,413.5923563,0.6130378893415668,0.4817135040510512
111,2.65165,-2.65165,D-TA,0.705415,0.54178,0.457016,S,452.5486588,0.5867092393589967,0.4949158509632899
111,2.20419,-3.03381,D-TA,0.71138,0.519669,0.473163,S,509.5612924,0.5617829860040275,0.5115081388472733
111,1.70246,-3.34127,D-TA,0.713816,0.49875,0.491646,S,683.7659074,0.5387853892103995,0.5311111407794208
111,1.15881,-3.56646,D-TA,0.712663,0.479538,0.512011,R,751.6854186,0.5182055592794836,0.553297020491072
111,0.58663,-3.70383,D-TA,0.70795,0.462505,0.533756,R,741.3163503,0.5004882127446595,0.5775906995205208
111,6.89e-16,-3.75,D-TA,0.699793,0.448072,0.556347,R,694.2342198,0.486031912145853,0.6034797894682303
111,-0.58663,-3.70383,D-TA,0.688392,0.436594,0.579226,R,621.8058989,0.4751777732043398,0.6304148038270267
111,-1.15881,-3.56646,D-TA,0.674028,0.428353,0.60183,R,579.896847,0.46820435805473076,0.6578206031195734
111,-1.70246,-3.34127,D-TA,0.657056,0.423553,0.623603,R,543.5651166,0.46532262265690083,0.6851009990643705
111,-2.20419,-3.03381,D-TA,0.637892,0.422311,0.644009,S,480.1937059,0.46666449582382286,0.711646476864217
111,-2.65165,-2.65165,D-TA,0.617009,0.424657,0.662545,S,417.4016039,0.4722772944448237,0.7368416393652895
111,-3.03381,-2.20419,D-TA,0.594921,0.430536,0.678754,S,419.0850509,0.4821197039831969,0.7600773862288192
111,-3.34127,-1.70246,D-TA,0.572172,0.439801,0.692239,S,433.3661444,0.49604512021793085,0.7807662510420401
111,-3.56646,-1.15881,D-TA,0.549322,0.452224,0.702665,S,412.5299925,0.5138043313319783,0.7983484301482994
111,-3.70383,-0.58663,D-TA,0.526934,0.4675,0.709778,S,413.9518527,0.5350402819143614,0.812320473190613
111,-4.5,0.0,D-TA,0.488924,0.464557,0.738336,S,511.1651221,0.5384157320371153,0.8557221566553848
111,-4.4615,0.58737,D-TA,0.468934,0.484203,0.73868,R,533.1535461,0.56499074287591,0.8619264274438143
111,-4.34667,1.16469,D-TA,0.450569,0.505213,0.736035,R,790.7576025,0.5932261938694294,0.8642597114577129
111,-4.15746,1.72208,D-TA,0.434145,0.527227,0.730445,R,775.123664,0.6226100249973086,0.8625931139891528
111,-3.89711,2.25,D-TA,0.419941,0.549871,0.722005,R,747.462629,0.6525903746487876,0.8568800926913729
111,-3.57009,2.73943,D-TA,0.408201,0.572754,0.710862,R,699.4887327,0.6825756707619943,0.847164937249173
111,-3.18198,3.18198,D-TA,0.399126,0.595487,0.697204,R,606.817193,0.7119653684863659,0.8335784035086715
111,-2.73943,3.57009,D-TA,0.39287,0.61768,0.681267,R,477.5429064,0.7401559675430116,0.8163512426177387
111,-2.25,3.89711,D-TA,0.389542,0.638954,0.663321,R,445.8880988,0.7665645865178248,0.7957981139387031
111,-1.72208,4.15746,D-TA,0.389197,0.658944,0.643676,S,462.0316471,0.7906451065079975,0.7723255384018093
111,-1.16469,4.34667,D-TA,0.391843,0.677308,0.622666,S,425.9123311,0.8119066121974461,0.746405833964068
111,-0.58737,4.4615,D-TA,0.397433,0.693733,0.600651,S,387.0627529,0.8299307465885718,0.7185743403718322
111,-2.76e-16,4.5,D-TA,0.405872,0.707937,0.578008,S,377.2620307,0.8443776284003074,0.6894074250059041
111,0.58737,4.4615,D-TA,0.417016,0.719677,0.555124,S,368.4612647,0.8549982861827053,0.6595042895894798
111,1.16469,4.34667,D-TA,0.430674,0.728753,0.532391,S,374.8338904,0.8616383315245418,0.6294704693616113
111,1.72208,4.15746,D-TA,0.446611,0.735008,0.510198,S,404.5164337,0.8642336703795401,0.599898627171814
111,2.25,3.89711,D-TA,0.464557,0.738336,0.488924,S,433.9072313,0.8628114558830839,0.5713512929833856
111,2.73943,3.57009,D-TA,0.484203,0.73868,0.468934,R,570.4044836,0.8574813554911505,0.5443523067578481
111,3.18198,3.18198,D-TA,0.505213,0.736035,0.45057,R,736.207951,0.8484270061238633,0.5193717094285315
111,3.57009,2.73943,D-TA,0.527227,0.730445,0.434145,R,741.3634555,0.8358930643083936,0.4968187808858539
111,3.89711,2.25,D-TA,0.54987,0.722005,0.419941,R,736.3533344,0.8201769635101344,0.47704092663265396
111,4.15746,1.72208,D-TA,0.572754,0.710862,0.408201,R,705.7976064,0.8016224985799244,0.4603187475808578
111,4.34667,1.16469,D-TA,0.595487,0.697205,0.399125,R,594.1713612,0.7806005552436691,0.4468659814712021
111,4.4615,0.58737,D-TA,0.61768,0.681267,0.39287,R,558.2366672,0.7575059393295402,0.43683512981605815
111,4.5,5.51e-16,D-TA,0.638954,0.663321,0.389542,R,523.5688545,0.7327492158587958,0.4303144255105251
111,4.4615,-0.58737,D-TA,0.658944,0.643675,0.389198,S,428.0871214,0.7067499338202656,0.42733625003764275
111,4.34667,-1.16469,D-TA,0.677309,0.622665,0.391843,S,408.9409349,0.6799279808198889,0.4278785860589686
111,4.15746,-1.72208,D-TA,0.693733,0.600651,0.397433,S,403.1548637,0.6527016756921087,0.4318733924947129
111,3.89711,-2.25,D-TA,0.707937,0.578008,0.405873,S,373.7347863,0.6254792744383715,0.43920698252294976
111,3.57009,-2.73943,D-TA,0.719677,0.555124,0.417016,S,355.4676913,0.598661818117353,0.44972214630249474
111,3.18198,-3.18198,D-TA,0.728752,0.532391,0.430674,S,387.5888958,0.5726369332957288,0.4632306680807992
111,2.73943,-3.57009,D-TA,0.735008,0.510198,0.446611,S,427.9457738,0.5477760106925303,0.4795055878529544
111,2.25,-3.89711,D-TA,0.738336,0.488924,0.464557,S,666.9149426,0.5244323720295133,0.4982957053712123
111,1.72208,-4.15746,D-TA,0.73868,0.468934,0.484202,R,745.8096342,0.502940826264237,0.5193160529174597
111,1.16469,-4.34667,D-TA,0.736035,0.45057,0.505212,R,823.86889,0.4836130722533296,0.5422623065433765
111,0.58737,-4.4615,D-TA,0.730445,0.434145,0.527227,R,818.2542591,0.4667355716308504,0.5668050886782489
111,8.27e-16,-4.5,D-TA,0.722006,0.419941,0.54987,R,773.001682,0.45257019145110255,0.5925946053688917
111,-0.58737,-4.4615,D-TA,0.710862,0.408201,0.572754,R,713.8017257,0.4413484157467084,0.6192637218247634
111,-1.16469,-4.34667,D-TA,0.697204,0.399125,0.595487,R,577.5070475,0.4332682909602974,0.6464281485225797
111,-1.72208,-4.15746,D-TA,0.681267,0.39287,0.61768,R,555.0001049,0.4284947649035533,0.6736901427587416
111,-2.25,-3.89711,D-TA,0.663321,0.389542,0.638954,R,481.5953915,0.4271508276520911,0.7006426262934786
111,-2.73943,-3.57009,D-TA,0.643675,0.389198,0.658944,S,435.365104,0.42931654225170024,0.7268679685340222
111,-3.18198,-3.18198,D-TA,0.622666,0.391843,0.677308,S,413.5647626,0.4350233038989971,0.7519459679443603
111,-3.57009,-2.73943,D-TA,0.600651,0.397433,0.693733,S,382.481847,0.4442532336748549,0.7754593316532803
111,-3.89711,-2.25,D-TA,0.578008,0.405873,0.707937,S,376.4591491,0.4569309324626436,0.7969939205978387
111,-4.15746,-1.72208,D-TA,0.555124,0.417016,0.719677,S,367.9766585,0.4729173029656171,0.816150233675414
111,-4.34667,-1.16469,D-TA,0.532391,0.430673,0.728752,S,379.8161358,0.49201443789912325,0.8325493022498783
111,-4.4615,-0.58737,D-TA,0.510198,0.446611,0.735008,S,373.0249592,0.5139578076980634,0.8458436991487855
110,0.0,0.0,L-TA,0.707106781,0.707106781,0.0,A,1154.6,0.7653668645700805,0.0
110,-0.75,0.0,L-TA,0.732112901,0.681183308,0.0,A,922.0,0.7319659805890174,0.0
110,-0.53033,0.53033,L-TA,0.724353194,0.688984386,0.024758166,S,1080.1,0.742012574006342,0.02666369638358728
110,-4.59e-17,0.75,L-TA,0.706646514,0.706646514,0.036075047,A,1305.9,0.7649718072592204,0.039052614502179964
110,0.53033,0.53033,L-TA,0.688984386,0.724353194,0.024758166,R,1256.8,0.7882292737696511,0.02694143046195841
110,0.75,9.18e-17,L-TA,0.681183308,0.732112901,0.0,A,1373.5,0.7985194942526205,0.0
110,0.53033,-0.53033,L-TA,0.688984386,0.724353194,-0.024758166,S,1168.4,0.7882292737696511,-0.02694143046195841
110,1.38e-16,-0.75,L-TA,0.706646514,0.706646514,-0.036075047,A,1077.8,0.7649718072592204,-0.039052614502179964
110,-0.53033,-0.53033,L-TA,0.724353194,0.688984386,-0.024758166,R,1139.3,0.742012574006342,-0.02666369638358728
